Sl No,VIN,ECU Under Test,Deployment Status,Deployment start time,Deployment end time
4366,MD2B35301NCB14424,TEL,UPDATE SKIPPED,2022-05-16T02:37:52Z,2022-05-16T02:52:39Z
4367,MD2B3530XNCB14423,TEL,UPDATE SKIPPED,2022-05-16T02:31:51Z,2022-05-16T02:41:13Z
4368,MD2B35302NCB14416,TEL,UPDATE SKIPPED,2022-05-16T02:30:34Z,2022-05-16T02:44:47Z
4369,MD2B35308NCB14422,TEL,UPDATE SKIPPED,2022-05-16T02:27:59Z,2022-05-16T03:00:05Z
4370,MD2B35306NCB14421,TEL,UPDATE SKIPPED,2022-05-16T02:23:26Z,2022-05-16T02:50:48Z
4371,MD2B35304NCB14420,TEL,UPDATE SKIPPED,2022-05-16T02:18:46Z,2022-05-16T02:30:11Z
4372,MD2B35308NCB14419,TEL,UPDATE SKIPPED,2022-05-16T02:14:45Z,2022-05-16T02:21:26Z
4373,MD2B35306NCB14418,TEL,UPDATE_FAILED,2022-05-16T02:10:02Z,2022-05-16T02:40:28Z
4374,MD2B35300NCB14415,TEL,UPDATE SKIPPED,2022-05-16T01:47:42Z,2022-05-16T01:55:16Z
4375,MD2B35309NCB14414,TEL,UPDATE SKIPPED,2022-05-16T01:43:18Z,2022-05-16T01:54:33Z
4376,MD2B35307NCB14413,VCU,UPDATE SKIPPED,2022-05-31T06:48:44Z,2022-05-31T07:15:50Z
4377,MD2B35307NCB14413,VCU,REQUEST_PENDING,2022-05-31T06:46:35Z,None
4378,MD2B35307NCB14413,TEL,UPDATE SKIPPED,2022-05-16T01:37:04Z,2022-05-16T02:34:42Z
4379,MD2B35305NCB14412,TEL,UPDATE SKIPPED,2022-05-16T01:31:06Z,2022-05-16T01:41:02Z
4380,MD2B35303NCB14411,TEL,UPDATE SKIPPED,2022-05-16T01:24:44Z,2022-05-16T01:32:34Z
4381,MD2B35301NCB14410,TEL,UPDATE SKIPPED,2022-05-16T01:18:20Z,2022-05-16T01:25:53Z
4382,MD2B35303NCB14408,TEL,UPDATE SKIPPED,2022-05-16T01:12:12Z,2022-05-16T01:19:17Z
4383,MD2B35308NCB13416,TEL,UPDATE SKIPPED,2022-05-14T18:31:59Z,2022-05-14T18:45:53Z
4384,MD2B35305NCB13826,TEL,UPDATE SKIPPED,2022-05-14T18:26:00Z,2022-05-14T18:51:34Z
4385,MD2B35309NCB14218,TEL,UPDATE SKIPPED,2022-05-14T18:20:18Z,2022-05-14T18:49:52Z
4386,MD2B35306NCB13415,TEL,UPDATE SKIPPED,2022-05-14T18:16:01Z,2022-05-14T18:29:12Z
4387,MD2B35307NCB14377,TEL,UPDATE SKIPPED,2022-05-14T18:09:28Z,2022-05-15T08:17:00Z
4388,MD2B35309NCB14185,TEL,UPDATE SKIPPED,2022-05-14T17:57:39Z,2022-05-14T18:28:24Z
4389,MD2B35306NCB13835,TEL,UPDATE SKIPPED,2022-05-14T17:47:13Z,2022-05-14T18:25:38Z
4390,MD2B35302NCA13151,TEL,UPDATE SKIPPED,2022-05-14T17:32:29Z,2022-05-15T17:13:38Z
4391,MD2B35307NCA13047,TEL,UPDATE SKIPPED,2022-05-14T17:22:02Z,2022-05-15T08:37:28Z
4392,MD2B35300NCA12354,TEL,UPDATE SKIPPED,2022-05-14T15:59:42Z,2022-05-14T16:51:48Z
4393,MD2B3530XNCA12815,TEL,UPDATE SKIPPED,2022-05-14T15:02:31Z,2022-05-14T15:36:29Z
4394,MD2B35306NCA13038,TEL,UPDATE SKIPPED,2022-05-14T14:57:39Z,2022-05-14T15:06:58Z
4395,MD2B3530XNCB14406,TEL,UPDATE SKIPPED,2022-05-14T14:54:27Z,2022-05-16T02:02:32Z
4396,MD2B35306NCA13041,TEL,UPDATE SKIPPED,2022-05-14T14:48:17Z,2022-05-14T15:03:04Z
4397,MD2B35309NCA13146,TEL,UPDATE SKIPPED,2022-05-14T14:42:59Z,2022-05-14T14:50:46Z
4398,MD2B35309NCA12630,TEL,UPDATE_FAILED,2022-05-21T02:31:29Z,2022-05-27T10:28:43Z
4399,MD2B35309NCA12630,TEL,UPDATE SKIPPED,2022-05-14T14:07:17Z,2022-05-21T03:34:42Z
4400,MD2B35305NCA12804,TEL,UPDATE SKIPPED,2022-05-14T13:56:28Z,2022-05-16T01:34:16Z
4401,MD2B35301NCB13841,TEL,UPDATE SKIPPED,2022-05-14T13:36:03Z,2022-05-14T13:46:11Z
4402,MD2B35309NCB14297,TEL,UPDATE SKIPPED,2022-05-14T13:30:00Z,2022-05-14T15:20:38Z
4403,MD2B35308NCA12764,TEL,UPDATE SKIPPED,2022-05-14T13:18:46Z,2022-05-14T14:06:16Z
4404,MD2B35305NCA12818,TEL,UPDATE SKIPPED,2022-05-14T12:51:14Z,2022-05-15T09:55:40Z
4405,MD2B35303NCA12817,TEL,UPDATE SKIPPED,2022-05-14T12:32:27Z,2022-05-15T01:57:45Z
4406,MD2B35301NCA12816,TEL,UPDATE SKIPPED,2022-05-14T12:01:00Z,2022-05-14T15:27:46Z
4407,MD2B3530XNCA12765,TEL,UPDATE SKIPPED,2022-05-14T11:55:51Z,2022-05-15T08:04:09Z
4408,MD2B35307NCA13162,TEL,UPDATE SKIPPED,2022-05-14T11:47:48Z,2022-05-15T07:29:57Z
4409,MD2B35307NCA12805,TEL,UPDATE SKIPPED,2022-05-14T11:42:16Z,2022-05-15T07:50:18Z
4410,MD2B35304NCA12762,TEL,UPDATE SKIPPED,2022-05-14T11:37:04Z,2022-05-15T09:01:24Z
4411,MD2B35306NCA12763,TEL,UPDATE SKIPPED,2022-05-14T11:35:10Z,2022-05-15T08:51:11Z
4412,MD2B35309NCA12806,TEL,UPDATE SKIPPED,2022-05-14T11:25:20Z,2022-05-14T11:39:23Z
4413,MD2B35300NCA13150,TEL,UPDATE SKIPPED,2022-05-14T11:10:01Z,2022-05-16T03:25:23Z
4414,MD2B3530XNCA13043,TEL,UPDATE SKIPPED,2022-05-14T11:05:32Z,2022-05-16T17:46:13Z
4415,MD2B35309NCA13034,TEL,UPDATE SKIPPED,2022-05-14T10:59:52Z,2022-05-14T13:45:04Z
4416,MD2B35308NCA13039,TEL,UPDATE SKIPPED,2022-05-14T10:58:30Z,2022-05-14T15:34:56Z
4417,MD2B35303NCA13157,TEL,UPDATE SKIPPED,2022-05-14T10:55:43Z,2022-05-15T07:43:58Z
4418,MD2B35300NCA13035,TEL,UPDATE SKIPPED,2022-05-14T10:52:03Z,2022-05-15T02:02:20Z
4419,MD2B35300NCA12497,TEL,UPDATE SKIPPED,2022-05-14T10:43:01Z,2022-05-15T02:48:39Z
4420,MD2B35302NCA13134,TEL,UPDATE SKIPPED,2022-05-14T10:41:49Z,2022-05-15T01:57:57Z
4421,MD2B35300NCA13133,TEL,UPDATE_FAILED,2022-05-14T10:35:30Z,2022-05-15T03:25:57Z
4422,MD2B35302NCA12761,TEL,UPDATE SKIPPED,2022-05-14T10:32:07Z,2022-05-15T14:15:59Z
4423,MD2B35308NCA13168,TEL,UPDATE SKIPPED,2022-05-14T10:25:58Z,2022-05-15T01:52:12Z
4424,MD2B35302NCB14397,TEL,REQUEST_PENDING,2022-05-14T10:18:50Z,None
4425,MD2B35301NCB14407,TEL,UPDATE SKIPPED,2022-05-14T09:57:34Z,2022-05-16T01:29:47Z
4426,MD2B35308NCB14405,TEL,UPDATE SKIPPED,2022-05-14T09:47:09Z,2022-05-18T10:30:45Z
4427,MD2B35306NCB14404,TEL,UPDATE SKIPPED,2022-05-14T09:42:21Z,2022-05-15T11:22:09Z
4428,MD2B35304NCB14403,TEL,UPDATE SKIPPED,2022-05-14T09:38:57Z,2022-05-15T08:59:21Z
4429,MD2B35302NCB14402,TEL,UPDATE SKIPPED,2022-05-14T09:35:26Z,2022-05-15T06:05:23Z
4430,MD2B35300NCB14401,TEL,UPDATE SKIPPED,2022-05-14T09:29:52Z,2022-05-14T09:37:25Z
4431,MD2B35309NCB14400,TEL,UPDATE SKIPPED,2022-05-14T09:26:37Z,2022-05-14T09:41:25Z
4432,MD2B35306NCB14399,TEL,UPDATE SKIPPED,2022-05-14T09:22:26Z,2022-05-15T09:13:47Z
4433,MD2B35304NCB14398,TEL,UPDATE SKIPPED,2022-05-14T09:18:34Z,2022-05-14T09:26:55Z
4434,MD2B35309NCB14395,TEL,UPDATE SKIPPED,2022-05-14T09:11:27Z,2022-05-25T03:15:10Z
4435,MD2B35300NCB14396,TEL,UPDATE SKIPPED,2022-05-14T09:06:50Z,2022-05-14T09:18:38Z
4436,MD2B35307NCB14394,TEL,UPDATE SKIPPED,2022-05-14T09:01:28Z,2022-05-14T09:14:09Z
4437,MD2B35303NCB14392,TEL,UPDATE SKIPPED,2022-05-14T08:53:40Z,2022-05-14T09:24:29Z
4438,MD2B35301NCB14391,TEL,UPDATE SKIPPED,2022-05-14T08:50:06Z,2022-05-14T09:35:48Z
4439,MD2B3530XNCB14390,TEL,UPDATE SKIPPED,2022-05-14T08:47:05Z,2022-05-14T08:57:09Z
4440,MD2B35301NCB14388,TEL,UPDATE SKIPPED,2022-05-14T08:43:31Z,2022-05-14T09:11:06Z
4441,MD2B35303NCB14389,TEL,UPDATE SKIPPED,2022-05-14T08:35:43Z,2022-05-14T08:48:29Z
4442,MD2B3530XNCB14387,TEL,UPDATE SKIPPED,2022-05-14T08:31:15Z,2022-05-15T07:54:18Z
4443,MD2B35308NCB14386,TEL,UPDATE SKIPPED,2022-05-14T08:26:48Z,2022-05-14T18:06:13Z
4444,MD2B35306NCB14385,TEL,UPDATE SKIPPED,2022-05-14T08:23:19Z,2022-05-14T08:34:06Z
4445,MD2B35304NCB14384,TEL,UPDATE SKIPPED,2022-05-14T08:19:40Z,2022-05-14T08:54:20Z
4446,MD2B35302NCB14383,TEL,UPDATE SKIPPED,2022-05-14T08:16:16Z,2022-05-14T08:44:50Z
4447,MD2B35300NCB14382,TEL,UPDATE SKIPPED,2022-05-14T08:11:43Z,2022-05-14T08:19:21Z
4448,MD2B35309NCB14381,TEL,UPDATE SKIPPED,2022-05-14T08:08:28Z,2022-05-14T08:35:09Z
4449,MD2B35307NCB14380,TEL,UPDATE SKIPPED,2022-05-14T08:04:31Z,2022-05-14T08:15:30Z
4450,MD2B35300NCB14379,TEL,UPDATE SKIPPED,2022-05-14T08:00:06Z,2022-05-14T08:27:39Z
4451,MD2B35309NCB14378,TEL,UPDATE SKIPPED,2022-05-14T07:45:19Z,2022-05-14T08:06:25Z
4452,MD2B35305NCB14376,TEL,UPDATE SKIPPED,2022-05-14T07:38:30Z,2022-05-14T08:16:02Z
4453,MD2B35300NCB14365,TEL,UPDATE SKIPPED,2022-05-14T07:36:26Z,2022-05-15T04:23:31Z
4454,MD2B35303NCB14375,TEL,REQUEST_PENDING,2022-05-14T07:34:39Z,None
4455,MD2B35301NCB14374,TEL,UPDATE SKIPPED,2022-05-14T07:30:26Z,2022-05-14T07:38:50Z
4456,MD2B3530XNCB14373,TEL,UPDATE SKIPPED,2022-05-14T07:27:30Z,2022-05-14T07:39:01Z
4457,MD2B35308NCB14372,TEL,UPDATE SKIPPED,2022-05-14T07:24:07Z,2022-05-15T07:45:09Z
4458,MD2B35306NCB14371,TEL,UPDATE SKIPPED,2022-05-14T07:17:22Z,2022-05-14T07:28:44Z
4459,MD2B35304NCB14370,TEL,UPDATE SKIPPED,2022-05-14T07:13:15Z,2022-05-14T09:18:42Z
4460,MD2B35303NCB14196,TEL,UPDATE SKIPPED,2022-05-14T07:09:28Z,2022-05-15T06:37:09Z
4461,MD2B35308NCB14369,TEL,UPDATE SKIPPED,2022-05-14T07:08:46Z,2022-05-14T07:15:19Z
4462,MD2B35304NCB14367,TEL,UPDATE SKIPPED,2022-05-14T07:04:11Z,2022-05-14T07:32:53Z
4463,MD2B35306NCB14368,TEL,UPDATE SKIPPED,2022-05-14T06:59:27Z,2022-05-14T07:09:42Z
4464,MD2B35302NCB14366,TEL,UPDATE SKIPPED,2022-05-16T06:39:20Z,2022-05-24T05:03:50Z
4465,MD2B35302NCB14366,TEL,UPDATE_FAILED,2022-05-14T06:52:07Z,2022-05-14T07:03:59Z
4466,MD2B35301NCB14181,TEL,UPDATE SKIPPED,2022-05-14T06:43:38Z,2022-05-14T06:51:27Z
4467,MD2B35309NCB14364,TEL,UPDATE SKIPPED,2022-05-14T06:43:28Z,2022-05-14T07:01:56Z
4468,MD2B35307NCB14363,TEL,UPDATE_COMPLETED,2022-06-24T10:20:00Z,2022-06-25T13:29:39Z
4469,MD2B35307NCB14363,TEL,UPDATE SKIPPED,2022-05-14T06:40:06Z,2022-05-14T07:04:13Z
4470,MD2B35305NCB14362,TEL,UPDATE SKIPPED,2022-05-14T06:34:58Z,2022-05-14T14:56:52Z
4471,MD2B35303NCB14361,TEL,UPDATE SKIPPED,2022-05-14T06:31:06Z,2022-05-14T06:39:06Z
4472,MD2B35301NCB14360,TEL,UPDATE SKIPPED,2022-05-14T06:23:47Z,2022-05-14T06:39:01Z
4473,MD2B35305NCB14359,TEL,UPDATE SKIPPED,2022-05-14T06:20:02Z,2022-05-14T06:33:45Z
4474,MD2B35303NCB14358,TEL,UPDATE SKIPPED,2022-05-14T06:16:43Z,2022-05-15T09:49:13Z
4475,MD2B35301NCB14357,TEL,UPDATE SKIPPED,2022-05-14T06:11:33Z,2022-05-14T06:19:14Z
4476,MD2B3530XNCB14356,TEL,UPDATE SKIPPED,2022-05-14T06:08:24Z,2022-05-14T06:17:48Z
4477,MD2B35308NCB14355,TEL,UPDATE SKIPPED,2022-05-14T06:04:57Z,2022-05-14T06:35:38Z
4478,MD2B35306NCB14354,TEL,UPDATE SKIPPED,2022-05-14T06:03:20Z,2022-05-14T06:37:52Z
4479,MD2B35308NCB14209,TEL,UPDATE SKIPPED,2022-05-14T05:55:21Z,2022-05-14T06:27:05Z
4480,MD2B35306NCB14208,TEL,UPDATE SKIPPED,2022-05-14T05:51:23Z,2022-05-14T06:49:59Z
4481,MD2B35304NCB14207,TEL,UPDATE SKIPPED,2022-05-14T05:47:50Z,2022-05-14T06:11:03Z
4482,MD2B35302NCB14206,TEL,UPDATE SKIPPED,2022-05-14T05:41:07Z,2022-05-14T05:54:20Z
4483,MD2B35300NCB14205,TEL,UPDATE_COMPLETED,2022-05-27T03:32:51Z,2022-05-27T06:22:46Z
4484,MD2B35300NCB14205,TEL,UPDATE SKIPPED,2022-05-14T04:59:28Z,2022-05-14T05:07:28Z
4485,MD2B35309NCB14204,TEL,UPDATE SKIPPED,2022-05-14T04:55:49Z,2022-05-14T05:03:32Z
4486,MD2B35307NCB14203,TEL,UPDATE SKIPPED,2022-05-14T04:52:36Z,2022-05-14T05:02:29Z
4487,MD2B35305NCB14202,TEL,UPDATE SKIPPED,2022-05-14T04:46:22Z,2022-05-14T05:02:09Z
4488,MD2B35303NCB14201,TEL,UPDATE SKIPPED,2022-05-14T04:42:16Z,2022-05-14T05:47:18Z
4489,MD2B35301NCB14200,TEL,UPDATE SKIPPED,2022-05-14T04:38:22Z,2022-05-14T05:43:39Z
4490,MD2B35309NCB14199,TEL,UPDATE SKIPPED,2022-05-14T04:34:37Z,2022-05-14T04:47:18Z
4491,MD2B35307NCB14198,TEL,UPDATE SKIPPED,2022-05-14T04:29:27Z,2022-05-14T04:42:55Z
4492,MD2B35305NCB14197,TEL,UPDATE SKIPPED,2022-05-14T04:26:23Z,2022-05-15T07:04:20Z
4493,MD2B35301NCB14195,TEL,UPDATE SKIPPED,2022-05-14T04:16:06Z,2022-05-14T04:29:57Z
4494,MD2B3530XNCB14194,TEL,UPDATE SKIPPED,2022-05-14T04:12:56Z,2022-05-14T04:35:53Z
4495,MD2B35308NCB14193,TEL,UPDATE SKIPPED,2022-05-14T04:10:04Z,2022-05-14T04:31:45Z
4496,MD2B35306NCB14192,TEL,UPDATE SKIPPED,2022-05-14T04:03:24Z,2022-05-14T04:13:10Z
4497,MD2B35304NCB14191,TEL,UPDATE SKIPPED,2022-05-14T03:55:05Z,2022-05-14T04:08:11Z
4498,MD2B35302NCB14190,TEL,UPDATE SKIPPED,2022-05-14T03:50:34Z,2022-05-14T04:04:03Z
4499,MD2B35306NCB14189,TEL,UPDATE SKIPPED,2022-05-14T03:46:12Z,2022-05-14T03:54:53Z
4500,MD2B35304NCB14188,TEL,UPDATE SKIPPED,2022-05-14T03:42:05Z,2022-05-14T03:52:22Z
4501,MD2B35302NCB14187,TEL,UPDATE SKIPPED,2022-05-14T03:38:11Z,2022-05-14T03:52:54Z
4502,MD2B35300NCB14186,TEL,UPDATE SKIPPED,2022-05-14T03:33:14Z,2022-05-14T03:49:15Z
4503,MD2B35307NCB14184,TEL,UPDATE SKIPPED,2022-05-14T03:29:49Z,2022-05-14T04:04:11Z
4504,MD2B3530XNCB14163,TEL,UPDATE SKIPPED,2022-05-14T03:23:45Z,2022-05-14T03:34:59Z
4505,MD2B35305NCB14183,TEL,UPDATE SKIPPED,2022-05-14T03:20:17Z,2022-05-14T05:51:56Z
4506,MD2B35303NCB14182,TEL,UPDATE SKIPPED,2022-05-14T03:16:03Z,2022-05-14T03:28:12Z
4507,MD2B3530XNCB14180,TEL,UPDATE SKIPPED,2022-05-14T02:57:54Z,2022-05-14T03:19:19Z
4508,MD2B35303NCB14179,TEL,UPDATE SKIPPED,2022-05-14T02:54:42Z,2022-05-18T09:00:08Z
4509,MD2B35301NCB14178,TEL,UPDATE SKIPPED,2022-05-14T02:50:43Z,2022-05-15T07:04:59Z
4510,MD2B3530XNCB14177,TEL,UPDATE_FAILED,2022-05-14T02:45:16Z,2022-05-14T04:37:41Z
4511,MD2B35308NCB14176,TEL,UPDATE SKIPPED,2022-05-14T02:40:40Z,2022-05-19T07:26:57Z
4512,MD2B35306NCB14175,TEL,UPDATE SKIPPED,2022-05-14T02:36:15Z,2022-05-14T02:43:13Z
4513,MD2B35304NCB14174,TEL,UPDATE_FAILED,2022-05-14T02:31:33Z,2022-05-18T07:25:36Z
4514,MD2B35302NCB14173,TEL,UPDATE SKIPPED,2022-05-14T02:26:51Z,2022-05-14T02:36:36Z
4515,MD2B35300NCB14172,TEL,UPDATE SKIPPED,2022-05-14T02:22:32Z,2022-05-14T02:33:00Z
4516,MD2B35309NCB14171,TEL,UPDATE SKIPPED,2022-05-14T02:18:27Z,2022-05-18T10:49:34Z
4517,MD2B35307NCB14170,TEL,UPDATE SKIPPED,2022-05-14T02:13:50Z,2022-05-14T02:24:53Z
4518,MD2B35300NCB14169,TEL,UPDATE SKIPPED,2022-05-14T02:09:48Z,2022-05-14T02:22:37Z
4519,MD2B35309NCB14168,TEL,UPDATE SKIPPED,2022-05-14T02:05:21Z,2022-05-18T09:36:11Z
4520,MD2B35307NCB14167,TEL,UPDATE SKIPPED,2022-05-14T02:01:18Z,2022-05-14T02:10:05Z
4521,MD2B35305NCB14166,TEL,UPDATE SKIPPED,2022-05-14T01:57:44Z,2022-05-14T02:14:50Z
4522,MD2B35303NCB14165,TEL,UPDATE SKIPPED,2022-05-14T01:52:50Z,2022-05-14T02:01:46Z
4523,MD2B35301NCB14164,TEL,UPDATE SKIPPED,2022-05-14T01:49:06Z,2022-05-14T02:12:50Z
4524,MD2B35308NCB14162,TEL,UPDATE SKIPPED,2022-05-14T01:39:14Z,2022-05-14T02:07:41Z
4525,MD2B35304NCB14353,TEL,UPDATE SKIPPED,2022-05-14T01:32:52Z,2022-05-14T01:46:29Z
4526,MD2B35302NCB14352,TEL,UPDATE SKIPPED,2022-05-14T01:27:04Z,2022-05-14T01:36:10Z
4527,MD2B35300NCB14351,TEL,UPDATE SKIPPED,2022-05-14T01:19:01Z,2022-05-14T01:46:51Z
4528,MD2B35309NCB14350,TEL,UPDATE SKIPPED,2022-05-14T01:14:59Z,2022-05-14T01:24:08Z
4529,MD2B35302NCB14349,TEL,UPDATE SKIPPED,2022-05-14T01:10:04Z,2022-05-14T01:18:43Z
4530,MD2B35307NCA12349,TEL,UPDATE SKIPPED,2022-05-14T01:05:19Z,2022-05-14T01:17:01Z
4531,MD2B35300NCB14348,TEL,UPDATE SKIPPED,2022-05-14T01:03:21Z,2022-05-14T01:13:25Z
4532,MD2B35301NCB13970,TEL,UPDATE SKIPPED,2022-05-13T17:45:51Z,2022-05-13T17:54:28Z
4533,MD2B35309NCB14347,TEL,UPDATE SKIPPED,2022-05-13T09:54:58Z,2022-05-14T06:39:13Z
4534,MD2B35307NCB14346,TEL,UPDATE SKIPPED,2022-05-13T09:51:33Z,2022-05-13T10:02:02Z
4535,MD2B35303NCB14330,TEL,UPDATE SKIPPED,2022-05-13T09:49:12Z,2022-05-13T09:58:09Z
4536,MD2B35305NCB14345,TEL,REQUEST_PENDING,2022-05-13T09:47:23Z,None
4537,MD2B35303NCB14344,TEL,UPDATE SKIPPED,2022-05-13T09:43:18Z,2022-05-15T07:02:34Z
4538,MD2B35301NCB14343,TEL,UPDATE SKIPPED,2022-05-13T09:38:19Z,2022-05-14T02:19:31Z
4539,MD2B3530XNCB14342,TEL,UPDATE SKIPPED,2022-05-13T09:33:05Z,2022-05-13T09:48:35Z
4540,MD2B35308NCB14291,TEL,UPDATE SKIPPED,2022-05-13T09:31:23Z,2022-05-13T09:42:55Z
4541,MD2B35308NCB14341,TEL,UPDATE SKIPPED,2022-05-13T09:28:03Z,2022-05-13T09:36:58Z
4542,MD2B35306NCB14340,TEL,UPDATE SKIPPED,2022-05-13T09:23:21Z,2022-05-13T09:30:23Z
4543,MD2B3530XNCB14339,TEL,UPDATE SKIPPED,2022-05-13T09:19:26Z,2022-05-13T10:44:27Z
4544,MD2B35308NCB14338,TEL,UPDATE SKIPPED,2022-05-13T09:15:41Z,2022-05-13T10:34:59Z
4545,MD2B35306NCB14337,TEL,UPDATE SKIPPED,2022-05-13T09:11:29Z,2022-05-13T09:24:10Z
4546,MD2B35302NCB14299,TEL,UPDATE SKIPPED,2022-05-13T09:09:13Z,2022-05-13T09:22:49Z
4547,MD2B35304NCB14336,TEL,UPDATE SKIPPED,2022-05-13T09:07:52Z,2022-05-18T11:59:29Z
4548,MD2B35302NCB14335,TEL,UPDATE SKIPPED,2022-05-13T09:02:59Z,2022-05-13T09:18:18Z
4549,MD2B35304NCB14319,TEL,UPDATE SKIPPED,2022-05-14T03:45:01Z,2022-05-14T06:11:22Z
4550,MD2B35304NCB14319,TEL,REQUEST_PENDING,2022-05-13T08:58:59Z,None
4551,MD2B35300NCB14334,TEL,UPDATE SKIPPED,2022-05-13T08:58:55Z,2022-05-13T09:05:51Z
4552,MD2B35309NCB14333,TEL,UPDATE SKIPPED,2022-05-13T08:54:36Z,2022-05-13T09:27:54Z
4553,MD2B35307NCB14332,TEL,UPDATE SKIPPED,2022-05-13T08:50:27Z,2022-05-13T09:18:39Z
4554,MD2B35305NCB14331,TEL,UPDATE SKIPPED,2022-05-13T08:45:59Z,2022-05-13T08:58:29Z
4555,MD2B35307NCB14329,TEL,UPDATE SKIPPED,2022-05-13T08:37:57Z,2022-05-13T09:05:56Z
4556,MD2B35305NCB14328,TEL,UPDATE SKIPPED,2022-05-13T08:34:16Z,2022-05-13T08:46:13Z
4557,MD2B35303NCB14327,TEL,UPDATE SKIPPED,2022-05-13T08:30:24Z,2022-05-18T07:14:01Z
4558,MD2B35301NCB14326,TEL,UPDATE SKIPPED,2022-05-13T08:26:35Z,2022-05-13T08:48:02Z
4559,MD2B3530XNCB14325,TEL,UPDATE SKIPPED,2022-05-13T08:22:55Z,2022-05-18T06:35:39Z
4560,MD2B35308NCB14324,TEL,UPDATE SKIPPED,2022-05-13T08:18:17Z,2022-05-13T08:30:53Z
4561,MD2B35302NCB13931,TEL,UPDATE SKIPPED,2022-05-13T08:15:10Z,2022-05-13T08:30:24Z
4562,MD2B35306NCB14323,TEL,UPDATE SKIPPED,2022-05-13T08:14:12Z,2022-05-18T06:49:03Z
4563,MD2B35304NCB14322,TEL,UPDATE SKIPPED,2022-05-13T08:07:10Z,2022-05-13T08:20:09Z
4564,MD2B35302NCB14321,TEL,UPDATE SKIPPED,2022-05-13T08:02:53Z,2022-05-13T08:31:48Z
4565,MD2B35300NCB14320,TEL,UPDATE SKIPPED,2022-05-13T07:44:32Z,2022-05-13T08:10:48Z
4566,MD2B35302NCB14318,TEL,UPDATE SKIPPED,2022-05-13T07:38:43Z,2022-05-13T10:12:50Z
4567,MD2B35300NCB14317,TEL,UPDATE SKIPPED,2022-05-13T07:34:31Z,2022-05-13T07:44:29Z
4568,MD2B35309NCB14316,TEL,UPDATE SKIPPED,2022-05-13T07:30:04Z,2022-05-13T07:37:58Z
4569,MD2B35307NCB14315,TEL,UPDATE SKIPPED,2022-05-13T07:25:50Z,2022-05-13T08:07:03Z
4570,MD2B35305NCB14314,TEL,UPDATE SKIPPED,2022-05-13T07:22:01Z,2022-05-13T07:59:30Z
4571,MD2B35303NCB14313,TEL,UPDATE SKIPPED,2022-05-13T07:18:12Z,2022-05-13T07:31:12Z
4572,MD2B35301NCB14312,TEL,UPDATE SKIPPED,2022-05-13T07:13:55Z,2022-05-13T07:24:19Z
4573,MD2B3530XNCB14311,TEL,UPDATE SKIPPED,2022-05-13T07:09:39Z,2022-05-13T08:38:52Z
4574,MD2B35308NCB14310,TEL,UPDATE SKIPPED,2022-05-13T07:03:52Z,2022-05-13T07:18:51Z
4575,MD2B35301NCB14309,TEL,UPDATE_COMPLETED,2022-05-28T11:38:20Z,2022-05-28T12:53:53Z
4576,MD2B35301NCB14309,TEL,REQUEST_PENDING,2022-05-28T11:38:00Z,None
4577,MD2B35301NCB14309,TEL,UPDATE_FAILED,2022-05-27T11:32:52Z,2022-05-28T09:35:28Z
4578,MD2B35301NCB14309,TEL,UPDATE SKIPPED,2022-05-13T07:00:05Z,2022-05-13T07:10:22Z
4579,MD2B3530XNCB14308,TEL,UPDATE SKIPPED,2022-05-13T06:56:20Z,2022-05-13T07:05:44Z
4580,MD2B3530XNCB14289,TEL,UPDATE SKIPPED,2022-05-13T06:53:23Z,2022-05-13T07:03:15Z
4581,MD2B35308NCB14307,TEL,UPDATE SKIPPED,2022-05-13T06:52:45Z,2022-05-13T07:33:21Z
4582,MD2B35306NCB14306,TEL,UPDATE SKIPPED,2022-05-13T06:49:01Z,2022-05-13T07:00:18Z
4583,MD2B35304NCB14305,TEL,UPDATE SKIPPED,2022-05-13T06:44:48Z,2022-05-13T08:59:28Z
4584,MD2B35302NCB14304,TEL,UPDATE SKIPPED,2022-05-13T06:39:36Z,2022-05-13T06:50:43Z
4585,MD2B35300NCB14303,TEL,UPDATE_FAILED,2022-05-13T06:35:07Z,2022-05-13T07:00:57Z
4586,MD2B35300NCB14219,TEL,UPDATE SKIPPED,2022-05-13T06:30:18Z,2022-05-13T07:36:23Z
4587,MD2B35309NCB14302,TEL,UPDATE SKIPPED,2022-05-13T06:26:11Z,2022-05-13T06:38:48Z
4588,MD2B35307NCB14301,TEL,UPDATE SKIPPED,2022-05-13T06:21:44Z,2022-05-13T06:33:52Z
4589,MD2B35305NCB14300,TEL,UPDATE SKIPPED,2022-05-13T06:17:24Z,2022-05-13T06:25:27Z
4590,MD2B35304NCB14286,TEL,UPDATE SKIPPED,2022-05-13T06:06:04Z,2022-05-13T06:54:51Z
4591,MD2B35300NCB14298,VCU,UPDATE_FAILED,2022-06-23T09:55:57Z,2022-06-23T14:11:49Z
4592,MD2B35300NCB14298,TEL,UPDATE SKIPPED,2022-05-13T06:04:39Z,2022-05-13T06:13:32Z
4593,MD2B35307NCB14296,TEL,UPDATE SKIPPED,2022-05-13T05:57:00Z,2022-05-13T06:33:46Z
4594,MD2B35305NCB14295,TEL,UPDATE SKIPPED,2022-05-13T05:53:09Z,2022-05-13T06:01:03Z
4595,MD2B35303NCB14294,TEL,UPDATE SKIPPED,2022-05-13T05:46:56Z,2022-05-13T05:55:45Z
